"Lien_E";"Code_ape";"Departement";"Regroup1";"Regroup4";"Produit_max";"Nb_pers_2018";"Nb_fam_2018";"Base_2018";"Option_2018_p";"Actifs_2018_p";"Non_actifs_2018_p";"Portabilite_2018_p";"Asspri_2018_p";"Conjoint_2018_p";"Enfants_2018_p";"Femmes_2018_p";"Hommes_2018_p";"Respo_2018_p";"Non_respo_2018_p";"Index_2018";"Tps_adh_E_par_L_2018";"Tps_adh_P_par_L_2018";"Nb_pers_2019";"Nb_fam_2019";"Base_2019";"Option_2019_p";"Actifs_2019_p";"Non_actifs_2019_p";"Portabilite_2019_p";"Asspri_2019_p";"Conjoint_2019_p";"Enfants_2019_p";"Femmes_2019_p";"Hommes_2019_p";"Respo_2019_p";"Non_respo_2019_p";"Index_2019";"Tps_adh_E_par_L_2019";"Tps_adh_P_par_L_2019";"Nb_pers_2020";"Nb_fam_2020";"Base_2020";"Option_2020_p";"Actifs_2020_p";"Non_actifs_2020_p";"Portabilite_2020_p";"Asspri_2020_p";"Conjoint_2020_p";"Enfants_2020_p";"Femmes_2020_p";"Hommes_2020_p";"Respo_2020_p";"Non_respo_2020_p";"Index_2020";"Tps_adh_E_par_L_2020";"Tps_adh_P_par_L_2020";"Nego_2020";"Nb_pers_2021";"Nb_fam_2021";"Base_2021";"Option_2021_p";"Actifs_2021_p";"Non_actifs_2021_p";"Portabilite_2021_p";"Asspri_2021_p";"Conjoint_2021_p";"Enfants_2021_p";"Femmes_2021_p";"Hommes_2021_p";"Respo_2021_p";"Non_respo_2021_p";"Index_2021";"Tps_adh_E_par_L_2021";"Tps_adh_P_par_L_2021";"Nego_2021";"Nb_pers_2022";"Nb_fam_2022";"Base_2022";"Option_2022_p";"Actifs_2022_p";"Non_actifs_2022_p";"Portabilite_2022_p";"Asspri_2022_p";"Conjoint_2022_p";"Enfants_2022_p";"Femmes_2022_p";"Hommes_2022_p";"Respo_2022_p";"Non_respo_2022_p";"Index_2022";"Index_2023";"Tps_adh_E_par_L_2022";"Tps_adh_P_par_L_2022";"Nego_2022";"VIP"
"523";"8710A";NA;"ER24";"51";"1201";8;5;8;0;100;0;0;62.5;37.5;0;50;50;100;0;NA;9.8;5.1;11;6;11;0;100;0;0;54.55;36.36;9.09;45.45;54.55;100;0;NA;10.8;4.7;11;6;11;0;100;0;0;54.55;36.36;9.09;45.45;54.55;100;0;NA;11.8;5.7;FALSE;11;6;11;0;100;0;0;54.55;36.36;9.09;45.45;54.55;100;0;NA;12.8;6.7;FALSE;11;6;11;0;100;0;0;54.55;36.36;9.09;45.45;54.55;100;0;NA;NA;13.8;7.7;FALSE;FALSE
"524";"8690A";NA;"ER24";"51";"1202";4;4;4;0;100;0;0;100;0;0;50;50;100;0;NA;0.8;0.8;5;5;5;0;100;0;0;100;0;0;40;60;100;0;NA;1.8;1.6;4;4;4;0;75;25;0;100;0;0;50;50;100;0;NA;2.4;1.8;FALSE;6;6;6;0;83.33;16.67;0;100;0;0;33.33;66.67;100;0;NA;3.5;2.1;FALSE;5;5;5;0;100;0;0;100;0;0;40;60;100;0;NA;NA;4.8;3.4;FALSE;FALSE
"525";"4941A";NA;"ER24";"45";"1203";3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;100;0;NA;7;5.8;3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;100;0;NA;8;6.8;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;9;8.3;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;10;9.3;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;NA;11;10.3;FALSE;FALSE
"526";"1623Z";NA;"ER24";"45";"1205";20;13;20;0;0;100;0;65;35;0;45;55;100;0;NA;6;4.4;18;12;18;0;0;100;0;66.67;33.33;0;44.44;55.56;100;0;NA;7;5.4;17;11;17;0;0;100;0;64.71;35.29;0;47.06;52.94;100;0;NA;8;6.3;FALSE;16;11;16;0;0;100;0;68.75;31.25;0;50;50;100;0;NA;9;7.2;FALSE;16;11;16;0;0;100;0;68.75;31.25;0;50;50;100;0;NA;NA;10;8.2;FALSE;FALSE
"527";NA;NA;"ER24";"45";"1208";2;2;2;0;0;100;0;100;0;0;100;0;100;0;NA;8.5;7.3;2;2;2;0;0;100;0;100;0;0;100;0;100;0;NA;9.5;8.3;2;2;2;0;0;100;0;100;0;0;100;0;100;0;NA;10.5;9.3;FALSE;2;2;2;0;0;100;0;100;0;0;100;0;100;0;NA;11.5;10.3;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;NA;12.5;11.2;FALSE;FALSE
"528";"8411Z";NA;"ER24";"45";"1209";334;163;334;0;99.38;0.62;0;48.5;19.16;32.34;51.8;48.2;100;0;NA;6.8;4.5;322;156;322;0;99.35;0.65;0;48.14;19.88;31.99;51.55;48.45;100;0;NA;7.8;5.4;313;153;313;0;99.34;0.66;0;48.56;20.13;31.31;51.76;48.24;100;0;NA;8.9;6.1;FALSE;243;117;243;0;99.14;0.86;0;47.74;20.16;32.1;54.32;45.68;100;0;NA;9.9;6.9;FALSE;224;110;224;0;99.08;0.92;0;48.66;20.09;31.25;54.91;45.09;100;0;NA;NA;10.9;7.7;FALSE;FALSE
"529";NA;NA;"ER24";"45";"1210";1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;8;2.8;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;9;3.8;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;10;4.8;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;11;5.8;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;NA;12;6.8;FALSE;FALSE
"53";"8531Z";"11";"ER11";"2";"85";4;4;4;0;100;0;0;100;0;0;50;50;100;0;NA;17;9;4;4;4;0;100;0;0;100;0;0;50;50;100;0;NA;18;10;4;4;4;0;100;0;0;100;0;0;50;50;100;0;NA;19;11;FALSE;4;4;4;0;100;0;0;100;0;0;50;50;100;0;NA;20;12;FALSE;4;4;4;0;100;0;0;100;0;0;50;50;100;0;NA;NA;21;13;FALSE;FALSE
"530";NA;NA;"ER24";"45";"1215";58;38;58;0;75.76;21.21;3.03;56.9;22.41;20.69;44.83;55.17;100;0;NA;6.6;4.3;60;36;60;0;69.7;24.24;6.06;55;20;25;45;55;100;0;NA;7.7;5.2;57;35;57;0;63.64;30.3;6.06;57.89;19.3;22.81;40.35;59.65;100;0;NA;8.1;5.5;FALSE;41;28;41;0;59.26;37.04;3.7;65.85;14.63;19.51;36.59;63.41;100;0;NA;9;6.3;FALSE;10;10;10;0;0;100;0;100;0;0;0;100;100;0;NA;NA;8.8;5.7;FALSE;FALSE
"531";"8411Z";NA;"ER24";"45";"1217";103;44;103;0;100;0;0;42.72;22.33;34.95;54.37;45.63;100;0;NA;6.3;5.9;90;40;90;0;100;0;0;44.44;21.11;34.44;52.22;47.78;100;0;NA;7.4;6.8;93;42;93;0;100;0;0;45.16;19.35;35.48;53.76;46.24;100;0;NA;8.3;7.5;FALSE;82;38;82;0;100;0;0;46.34;19.51;34.15;53.66;46.34;100;0;NA;9.2;8.6;FALSE;74;34;74;0;100;0;0;45.95;20.27;33.78;51.35;48.65;100;0;NA;NA;10.1;9.5;FALSE;FALSE
"532";"9499Z";NA;"ER24";"45";"1223";48;26;48;0;100;0;0;54.17;25;20.83;45.83;54.17;100;0;NA;6.7;4;47;26;47;0;100;0;0;53.19;23.4;23.4;46.81;53.19;100;0;NA;7.9;4.6;52;28;52;0;100;0;0;51.92;23.08;25;46.15;53.85;100;0;NA;9;4.4;FALSE;52;27;52;0;100;0;0;50;25;25;48.08;51.92;100;0;NA;10;5.3;FALSE;51;27;51;0;100;0;0;52.94;27.45;19.61;47.06;52.94;100;0;NA;NA;11.1;5.8;FALSE;FALSE
"533";"4941B";NA;"ER24";"45";"1224";2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;8;7;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;9;8;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;10;9;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;11;10;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;NA;12;11;FALSE;FALSE
"534";NA;NA;"ER24";"45";"1225";9;5;9;0;0;100;0;55.56;44.44;0;44.44;55.56;100;0;NA;2.6;5.2;9;5;9;0;0;100;0;55.56;44.44;0;44.44;55.56;100;0;NA;3.6;6.2;9;6;9;0;0;100;0;66.67;33.33;0;44.44;55.56;100;0;NA;5.2;5.8;FALSE;9;6;9;0;0;100;0;66.67;33.33;0;44.44;55.56;100;0;NA;6.2;6.8;FALSE;9;6;9;0;0;100;0;66.67;33.33;0;44.44;55.56;100;0;NA;NA;7.2;7.8;FALSE;FALSE
"535";"8690E";NA;"ER24";"45";"1228";3;1;3;0;100;0;0;33.33;0;66.67;66.67;33.33;100;0;NA;8.6;3.7;3;1;3;0;100;0;0;33.33;0;66.67;66.67;33.33;100;0;NA;9.6;4.7;3;1;3;0;100;0;0;33.33;0;66.67;66.67;33.33;100;0;NA;10.6;5.7;FALSE;3;1;3;0;100;0;0;33.33;0;66.67;66.67;33.33;100;0;NA;11.6;6.7;FALSE;2;1;2;0;100;0;0;50;0;50;100;0;100;0;NA;NA;12.6;8.9;FALSE;FALSE
"536";NA;NA;"ER24";"45";"1230";16;9;16;0;100;0;0;56.25;37.5;6.25;62.5;37.5;100;0;NA;8;7.7;14;9;14;0;100;0;0;64.29;35.71;0;64.29;35.71;100;0;NA;9;6.9;18;11;18;0;100;0;0;61.11;33.33;5.56;66.67;33.33;100;0;NA;10;6.3;FALSE;20;12;20;0;100;0;0;60;30;10;70;30;100;0;NA;11;6.5;FALSE;15;10;15;0;100;0;0;66.67;26.67;6.67;73.33;26.67;100;0;NA;NA;12;8;FALSE;FALSE
"537";"4669B";NA;"ER24";"45";"1231";56;28;56;0;100;0;0;48.21;21.43;30.36;42.86;57.14;100;0;NA;7.6;5.9;61;32;61;0;100;0;0;50.82;21.31;27.87;39.34;60.66;100;0;NA;8.6;5.9;58;29;58;0;100;0;0;48.28;22.41;29.31;39.66;60.34;100;0;NA;9.6;6.5;FALSE;72;36;72;0;97.22;0;2.78;50;19.44;30.56;38.89;61.11;100;0;NA;10.3;5.3;FALSE;66;33;66;0;100;0;0;50;19.7;30.3;39.39;60.61;100;0;NA;NA;11.5;7;FALSE;FALSE
"538";"4120A";NA;"ER24";"45";"1233";53;23;53;0;90.91;0;9.09;41.51;22.64;35.85;52.83;47.17;100;0;NA;8;4;56;27;56;0;88.46;0;11.54;46.43;19.64;33.93;42.86;57.14;100;0;NA;9;4.3;57;27;57;0;85.19;0;14.81;47.37;19.3;33.33;40.35;59.65;100;0;NA;10;4.3;FALSE;52;22;52;0;95.45;0;4.55;42.31;17.31;40.38;40.38;59.62;100;0;NA;11;5.4;FALSE;47;22;47;0;100;0;0;46.81;17.02;36.17;38.3;61.7;100;0;NA;NA;12;5.9;FALSE;FALSE
"539";"8899B";NA;"ER24";"45";"1235";67;35;67;0;100;0;0;52.24;20.9;26.87;61.19;38.81;100;0;NA;7.6;3.4;75;37;75;0;100;0;0;49.33;21.33;29.33;62.67;37.33;100;0;NA;8.6;4.2;67;36;67;0;100;0;0;53.73;20.9;25.37;62.69;37.31;100;0;NA;9.6;5.2;FALSE;60;32;60;0;100;0;0;53.33;18.33;28.33;63.33;36.67;100;0;NA;10.7;6.4;FALSE;55;30;55;0;100;0;0;54.55;18.18;27.27;61.82;38.18;100;0;NA;NA;11.6;7.4;FALSE;FALSE
"54";"5610A";"11";"ERCAC";"10";"86";734;493;635;13.49;82.24;6.94;10.82;66.76;9.4;23.84;52.18;47.82;97;3;0;4.1;2.8;920;658;819;10.98;86.72;4.89;8.4;71.2;8.59;20.22;50.87;49.13;97.61;2.39;0;4;3;1007;714;912;9.43;88.01;4.8;7.19;70.41;7.85;21.75;48.66;51.34;98.11;1.89;0;4;3.1;FALSE;1184;833;1042;11.99;90.08;4.59;5.32;69.85;7.35;22.8;50.34;49.66;98.4;1.6;0;4.1;3.2;FALSE;1318;920;1139;13.58;92.54;4.06;3.4;69.2;7.28;23.52;50.08;49.92;98.71;1.29;0;0;4.6;3.5;FALSE;FALSE
"540";"8790B";NA;"ER24";"45";"1236";2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;6.3;6.3;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;7.3;7.3;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;8.3;8.3;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;9.3;9.3;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;NA;10.3;10.3;FALSE;FALSE
"541";"4941A";NA;"ER24";"45";"1238";11;6;11;0;0;100;0;54.55;27.27;18.18;63.64;36.36;63.64;36.36;NA;7.4;6.7;11;6;11;0;0;100;0;54.55;27.27;18.18;63.64;36.36;63.64;36.36;NA;8.4;7.7;11;6;11;0;0;100;0;54.55;27.27;18.18;63.64;36.36;63.64;36.36;NA;9.4;8.7;FALSE;10;6;10;0;0;100;0;60;30;10;70;30;70;30;NA;10.4;9.7;FALSE;10;6;10;0;0;100;0;60;30;10;70;30;70;30;NA;NA;11.4;10.7;FALSE;FALSE
"543";"6420Z";NA;"ER24";"45";"1241";5;5;5;0;0;100;0;100;0;0;60;40;100;0;NA;1.5;5.9;4;4;4;0;0;100;0;100;0;0;50;50;100;0;NA;2.5;4.3;4;4;4;0;0;100;0;100;0;0;50;50;100;0;NA;3.5;5.3;FALSE;4;4;4;0;0;100;0;100;0;0;50;50;100;0;NA;4.5;6.3;FALSE;4;4;4;0;0;100;0;100;0;0;50;50;100;0;NA;NA;5.5;7.3;FALSE;FALSE
"545";NA;NA;"ER24";"45";"1246";13;7;13;0;0;100;0;53.85;46.15;0;53.85;46.15;100;0;NA;8;6;13;7;13;0;0;100;0;53.85;46.15;0;53.85;46.15;100;0;NA;9;7;13;7;13;0;0;100;0;53.85;46.15;0;53.85;46.15;100;0;NA;10;8;FALSE;13;7;13;0;0;100;0;53.85;46.15;0;53.85;46.15;100;0;NA;11;9;FALSE;12;7;12;0;0;100;0;58.33;41.67;0;50;50;100;0;NA;NA;12;10.1;FALSE;FALSE
"546";"8121Z";NA;"ER24";"45";"1248";5;3;5;0;0;66.67;33.33;60;40;0;60;40;100;0;NA;1;3.6;2;2;2;0;0;100;0;100;0;0;50;50;100;0;NA;2;4.9;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;3;9;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;4;10;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;NA;5;11;FALSE;FALSE
"547";"4776Z";NA;"ER24";"45";"1251";2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;6;5.9;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;7;6.9;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;8;7.9;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;9;8.9;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;NA;10;9.9;FALSE;FALSE
"548";"5630Z";NA;"ER24";"45";"1253";1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;6.8;6.8;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;7.8;7.8;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;8.8;8.8;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;9.8;9.8;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;NA;10.8;10.8;FALSE;FALSE
"549";"4772B";NA;"ER24";"45";"1255";2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;7.7;7.7;2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;8.7;8.7;2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;9.7;9.7;FALSE;2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;10.7;10.7;FALSE;2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;NA;11.7;11.7;FALSE;FALSE
"55";NA;NA;"ER11";"3";"87";2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;16.5;15.1;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;17.5;16.1;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;18.5;17.1;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;19.5;18.1;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;NA;20.5;19.1;FALSE;FALSE
"550";"4764Z";NA;"ER24";"45";"1257";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;1;0.5;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;2;1.5;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;NA;3;2.5;FALSE;FALSE
"551";"9601A";NA;"ER24";"45";"1259";24;13;24;0;76.92;23.08;0;54.17;16.67;29.17;54.17;45.83;100;0;NA;-1;2.7;28;17;28;0;82.35;17.65;0;60.71;14.29;25;50;50;100;0;NA;0;3.3;29;18;29;0;83.33;16.67;0;62.07;13.79;24.14;51.72;48.28;100;0;NA;1;3.8;FALSE;32;20;32;0;75;20;5;62.5;15.62;21.88;56.25;43.75;100;0;NA;2;4.4;FALSE;28;19;28;0;78.95;21.05;0;67.86;14.29;17.86;53.57;46.43;100;0;NA;NA;3;5.4;FALSE;FALSE
"552";"7112B";NA;"ER24";"45";"1260";17;11;17;0;81.82;0;18.18;64.71;5.88;29.41;58.82;41.18;100;0;NA;7.3;2.7;22;15;22;0;86.67;0;13.33;68.18;9.09;22.73;54.55;45.45;100;0;NA;8.3;2.9;27;17;27;0;76.47;0;23.53;62.96;7.41;29.63;62.96;37.04;100;0;NA;9.3;3;FALSE;32;21;32;0;76.19;0;23.81;65.62;3.12;31.25;62.5;37.5;100;0;NA;10.3;3;FALSE;21;13;21;0;92.31;0;7.69;61.9;4.76;33.33;57.14;42.86;100;0;NA;NA;11.3;4.8;FALSE;FALSE
"553";"9329Z";NA;"ER24";"45";"1262";2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;7.3;3;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;8.3;4;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;9.3;5;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;10.3;6;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;NA;11.3;7;FALSE;FALSE
"555";"1812Z";NA;"ER24";"45";"1264";34;15;34;0;100;0;0;44.12;23.53;32.35;52.94;47.06;100;0;NA;7;6.3;32;15;32;0;100;0;0;46.88;21.88;31.25;59.38;40.62;100;0;NA;8;6.5;30;14;30;0;100;0;0;46.67;23.33;30;56.67;43.33;100;0;NA;9;7.7;FALSE;21;10;21;0;100;0;0;47.62;19.05;33.33;47.62;52.38;100;0;NA;10;8.4;FALSE;20;9;20;0;100;0;0;45;20;35;45;55;100;0;NA;NA;11;9.3;FALSE;FALSE
"556";"4711D";NA;"ER24";"45";"1265";2;2;2;0;0;100;0;100;0;0;100;0;100;0;NA;3.8;3.9;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;7;7;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;8;8;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;9;9;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;NA;10;10;FALSE;FALSE
"557";"8790B";NA;"ER24";"45";"1266";44;25;44;0;92;0;8;56.82;18.18;25;61.36;38.64;100;0;NA;7;4.7;50;27;50;0;100;0;0;54;18;28;60;40;100;0;NA;8;4.9;61;31;61;0;96.77;0;3.23;50.82;16.39;32.79;59.02;40.98;100;0;NA;9;4.4;FALSE;65;33;65;0;93.94;0;6.06;50.77;18.46;30.77;60;40;100;0;NA;10;4.2;FALSE;78;41;78;0;95.12;0;4.88;52.56;17.95;29.49;56.41;43.59;100;0;NA;NA;11;4.3;FALSE;FALSE
"558";"4939A";NA;"ER24";"45";"1035";5;3;5;0;0;66.67;33.33;60;40;0;40;60;100;0;NA;4.6;3;3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;100;0;NA;7.5;5.1;3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;100;0;NA;8.5;6.1;FALSE;3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;100;0;NA;9.5;7.1;FALSE;6;3;6;0;0;66.67;33.33;50;16.67;33.33;50;50;100;0;NA;NA;8.6;4.3;FALSE;FALSE
"559";"8411Z";NA;"ER24";"45";"1268";3;2;3;0;100;0;0;66.67;33.33;0;66.67;33.33;100;0;NA;7;7;3;2;3;0;100;0;0;66.67;33.33;0;66.67;33.33;100;0;NA;8;8;3;2;3;0;100;0;0;66.67;33.33;0;66.67;33.33;100;0;NA;9;9;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;10;10;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;NA;11;11;FALSE;FALSE
"56";NA;NA;"ER11";"2";"88";4;3;4;0;0;100;0;75;25;0;50;50;0;100;NA;9;7.8;2;2;2;0;0;100;0;100;0;0;50;50;0;100;NA;10;9.1;2;2;2;0;0;100;0;100;0;0;50;50;0;100;NA;11;10.1;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;0;100;NA;12;12;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;0;100;NA;NA;13;13;FALSE;FALSE
"560";"8411Z";NA;"ER24";"45";"1269";12;7;12;0;100;0;0;58.33;25;16.67;50;50;100;0;NA;7;6.6;12;7;12;0;100;0;0;58.33;25;16.67;50;50;100;0;NA;8;7.6;12;7;12;0;100;0;0;58.33;25;16.67;50;50;100;0;NA;9;8.6;FALSE;12;7;12;0;100;0;0;58.33;25;16.67;50;50;100;0;NA;10;9.6;FALSE;11;6;11;0;100;0;0;54.55;27.27;18.18;54.55;45.45;100;0;NA;NA;11;10.8;FALSE;FALSE
"561";"8411Z";NA;"ER24";"45";"1270";3;2;3;0;100;0;0;66.67;33.33;0;66.67;33.33;100;0;NA;7;7;3;2;3;0;100;0;0;66.67;33.33;0;66.67;33.33;100;0;NA;8;8;3;2;3;0;100;0;0;66.67;33.33;0;66.67;33.33;100;0;NA;9;9;FALSE;1;1;1;0;100;0;0;100;0;0;100;0;100;0;NA;10;10;FALSE;1;1;1;0;100;0;0;100;0;0;100;0;100;0;NA;NA;11;11;FALSE;FALSE
"562";"8411Z";NA;"ER24";"45";"1271";2;1;2;0;100;0;0;50;0;50;50;50;100;0;NA;7;7;2;1;2;0;100;0;0;50;0;50;50;50;100;0;NA;8;8;2;1;2;0;100;0;0;50;0;50;50;50;100;0;NA;9;9;FALSE;2;1;2;0;100;0;0;50;0;50;50;50;100;0;NA;10;10;FALSE;2;1;2;0;100;0;0;50;0;50;50;50;100;0;NA;NA;11;11;FALSE;FALSE
"563";"2562B";NA;"ER24";"45";"1272";46;23;46;0;91.3;4.35;4.35;50;13.04;36.96;30.43;69.57;100;0;NA;4;4.7;45;24;45;0;91.67;4.17;4.17;53.33;13.33;33.33;28.89;71.11;100;0;NA;5;5.5;40;23;40;0;95.65;4.35;0;57.5;12.5;30;32.5;67.5;100;0;NA;4.8;6.5;FALSE;41;25;41;0;96;4;0;60.98;12.2;26.83;31.71;68.29;100;0;NA;5.8;6.5;FALSE;38;22;38;0;95.45;4.55;0;57.89;13.16;28.95;34.21;65.79;100;0;NA;NA;6.8;7.4;FALSE;FALSE
"564";NA;NA;"ER24";"45";"1273";29;18;29;0;100;0;0;62.07;20.69;17.24;58.62;41.38;100;0;NA;7;5.3;23;16;23;0;100;0;0;69.57;21.74;8.7;56.52;43.48;100;0;NA;8;6.3;23;16;23;0;100;0;0;69.57;21.74;8.7;56.52;43.48;100;0;NA;9;7.3;FALSE;21;15;21;0;100;0;0;71.43;19.05;9.52;57.14;42.86;100;0;NA;10;8.7;FALSE;21;15;21;0;100;0;0;71.43;19.05;9.52;57.14;42.86;100;0;NA;NA;11;9.7;FALSE;FALSE
"565";"8621Z";NA;"ER24";"45";"1274";4;2;4;0;0;100;0;50;50;0;50;50;100;0;NA;6.6;6.4;4;2;4;0;0;100;0;50;50;0;50;50;100;0;NA;7.6;7.4;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;8.6;8.4;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;9.6;9.4;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;NA;10.6;10.4;FALSE;FALSE
"566";"8690B";NA;"ER24";"45";"1275";10;6;10;0;0;100;0;60;40;0;60;40;100;0;NA;6.7;5.5;10;6;10;0;0;100;0;60;40;0;60;40;100;0;NA;7.7;6.5;8;5;8;0;0;100;0;62.5;37.5;0;62.5;37.5;100;0;NA;8.7;7.6;FALSE;8;5;8;0;0;100;0;62.5;37.5;0;62.5;37.5;100;0;NA;9.7;8.6;FALSE;8;5;8;0;0;100;0;62.5;37.5;0;62.5;37.5;100;0;NA;NA;10.7;9.6;FALSE;FALSE
"567";"1032Z";NA;"ER24";"45";"1276";2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;4.3;4.2;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;5.3;5.2;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;6.3;6.2;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;7.3;7.2;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;NA;8.3;8.2;FALSE;FALSE
"568";"2229B";NA;"ER24";"45";"1277";3;3;3;0;100;0;0;100;0;0;66.67;33.33;100;0;NA;6.8;6.8;3;3;3;0;100;0;0;100;0;0;66.67;33.33;100;0;NA;7.8;7.8;2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;8.8;8.8;FALSE;2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;9.8;9.8;FALSE;2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;NA;10.8;10.8;FALSE;FALSE
"569";"9004Z";NA;"ER24";"45";"1278";1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;6.8;6.8;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;7.8;7.8;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;8.8;8.8;FALSE;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;9.8;9.8;FALSE;1;1;1;0;100;0;0;100;0;0;0;100;100;0;NA;NA;10.8;10.8;FALSE;FALSE
"57";NA;NA;"ER11";"2";"90";36;24;36;0;0;100;0;66.67;33.33;0;55.56;44.44;0;100;NA;11;8.6;36;24;36;0;0;100;0;66.67;33.33;0;55.56;44.44;0;100;NA;12;9.6;35;24;35;0;0;100;0;68.57;31.43;0;54.29;45.71;0;100;NA;13;10.6;FALSE;34;23;34;0;0;100;0;67.65;32.35;0;55.88;44.12;0;100;NA;14;11.6;FALSE;34;23;34;0;0;100;0;67.65;32.35;0;55.88;44.12;0;100;NA;NA;15;12.6;FALSE;FALSE
