"Lien_E";"Code_ape";"Departement";"Regroup1";"Regroup4";"Produit_max";"Nb_pers_2018";"Nb_fam_2018";"Base_2018";"Option_2018_p";"Actifs_2018_p";"Non_actifs_2018_p";"Portabilite_2018_p";"Asspri_2018_p";"Conjoint_2018_p";"Enfants_2018_p";"Femmes_2018_p";"Hommes_2018_p";"Respo_2018_p";"Non_respo_2018_p";"Index_2018";"Tps_adh_E_par_L_2018";"Tps_adh_P_par_L_2018";"Nb_pers_2019";"Nb_fam_2019";"Base_2019";"Option_2019_p";"Actifs_2019_p";"Non_actifs_2019_p";"Portabilite_2019_p";"Asspri_2019_p";"Conjoint_2019_p";"Enfants_2019_p";"Femmes_2019_p";"Hommes_2019_p";"Respo_2019_p";"Non_respo_2019_p";"Index_2019";"Tps_adh_E_par_L_2019";"Tps_adh_P_par_L_2019";"Nb_pers_2020";"Nb_fam_2020";"Base_2020";"Option_2020_p";"Actifs_2020_p";"Non_actifs_2020_p";"Portabilite_2020_p";"Asspri_2020_p";"Conjoint_2020_p";"Enfants_2020_p";"Femmes_2020_p";"Hommes_2020_p";"Respo_2020_p";"Non_respo_2020_p";"Index_2020";"Tps_adh_E_par_L_2020";"Tps_adh_P_par_L_2020";"Nego_2020";"Nb_pers_2021";"Nb_fam_2021";"Base_2021";"Option_2021_p";"Actifs_2021_p";"Non_actifs_2021_p";"Portabilite_2021_p";"Asspri_2021_p";"Conjoint_2021_p";"Enfants_2021_p";"Femmes_2021_p";"Hommes_2021_p";"Respo_2021_p";"Non_respo_2021_p";"Index_2021";"Tps_adh_E_par_L_2021";"Tps_adh_P_par_L_2021";"Nego_2021";"Nb_pers_2022";"Nb_fam_2022";"Base_2022";"Option_2022_p";"Actifs_2022_p";"Non_actifs_2022_p";"Portabilite_2022_p";"Asspri_2022_p";"Conjoint_2022_p";"Enfants_2022_p";"Femmes_2022_p";"Hommes_2022_p";"Respo_2022_p";"Non_respo_2022_p";"Index_2022";"Index_2023";"Tps_adh_E_par_L_2022";"Tps_adh_P_par_L_2022";"Nego_2022";"VIP"
"570";"6420Z";NA;"ER24";"51";"1279";1;1;1;0;0;100;0;100;0;0;100;0;0;100;NA;6;6;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;7;3.5;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;8;4.5;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;9;5.5;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;NA;10;6.5;FALSE;FALSE
"571";"4332A";NA;"ER24";"45";"1280";3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;100;0;NA;5.6;5.4;3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;100;0;NA;6.6;6.4;3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;100;0;NA;7.6;7.4;FALSE;3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;100;0;NA;8.6;8.4;FALSE;3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;100;0;NA;NA;9.6;9.4;FALSE;FALSE
"572";"4777Z";NA;"ER24";"45";"1281";3;2;3;0;100;0;0;66.67;33.33;0;66.67;33.33;100;0;NA;6.5;4.2;4;3;4;0;66.67;0;33.33;75;25;0;75;25;100;0;NA;7.5;4.1;3;2;3;0;100;0;0;66.67;33.33;0;66.67;33.33;100;0;NA;8.5;6.2;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;9.5;6;FALSE;2;1;2;0;100;0;0;50;50;0;50;50;100;0;NA;NA;10.5;7;FALSE;FALSE
"573";"8623Z";NA;"ER24";"45";"1282";2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;1;3.2;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;2;1.2;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;3;2.2;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;4;3.2;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;NA;5;4.2;FALSE;FALSE
"574";NA;NA;"ER24";"52";"1283";325;248;325;0;0;100;0;76;24;0;60.31;39.69;100;0;NA;6.3;6.2;299;230;299;0;0;100;0;76.59;23.41;0;61.54;38.46;100;0;NA;7.3;7.2;271;211;271;0;0;100;0;77.86;22.14;0;61.25;38.75;100;0;NA;8.3;8.2;FALSE;242;194;242;0;0;100;0;80.17;19.83;0;63.64;36.36;100;0;NA;9.3;9.2;FALSE;226;184;226;0;0;100;0;81.42;18.58;0;63.72;36.28;100;0;NA;NA;10.3;10.2;FALSE;FALSE
"575";"8299Z";NA;"ER24";"45";"1284";87;55;87;0;81.48;11.11;7.41;62.07;14.94;22.99;55.17;44.83;100;0;NA;2.8;3.5;92;60;92;0;86.44;10.17;3.39;64.13;11.96;23.91;56.52;43.48;100;0;NA;3.8;4;95;64;95;0;88.33;10;1.67;63.16;14.74;22.11;58.95;41.05;100;0;NA;4.7;2.6;FALSE;103;62;103;0;85.25;9.84;4.92;59.22;14.56;26.21;56.31;43.69;100;0;NA;5.7;3;FALSE;102;70;102;0;86.76;8.82;4.41;66.67;8.82;24.51;57.84;42.16;100;0;NA;NA;6.7;3.8;FALSE;FALSE
"576";"4399C";NA;"ER24";"45";"1286";6;3;6;0;66.67;33.33;0;50;16.67;33.33;33.33;66.67;100;0;NA;6.3;3.3;4;3;4;0;66.67;33.33;0;75;0;25;0;100;100;0;NA;7.3;4.9;3;2;3;0;100;0;0;66.67;0;33.33;0;100;100;0;NA;8.3;7.1;FALSE;3;2;3;0;100;0;0;66.67;0;33.33;0;100;100;0;NA;9.3;8.1;FALSE;3;2;3;0;100;0;0;66.67;0;33.33;0;100;100;0;NA;NA;10.3;9.1;FALSE;FALSE
"577";"3312Z";NA;"ER24";"45";"1287";4;3;4;0;100;0;0;75;0;25;50;50;100;0;NA;6.2;3.2;4;3;4;0;100;0;0;75;0;25;50;50;100;0;NA;7.2;4.2;4;3;4;0;100;0;0;75;0;25;50;50;100;0;NA;8.2;5.2;FALSE;7;4;7;0;100;0;0;57.14;0;42.86;57.14;42.86;100;0;NA;9.2;3.7;FALSE;9;5;9;0;100;0;0;55.56;11.11;33.33;55.56;44.44;100;0;NA;NA;10.2;3.8;FALSE;FALSE
"578";"8411Z";NA;"ER24";"45";"1288";4;1;4;0;100;0;0;25;25;50;50;50;100;0;NA;6;6;4;1;4;0;100;0;0;25;25;50;50;50;100;0;NA;7;7;4;1;4;0;100;0;0;25;25;50;50;50;100;0;NA;8;8;FALSE;4;1;4;0;100;0;0;25;25;50;50;50;100;0;NA;9;9;FALSE;4;1;4;0;100;0;0;25;25;50;50;50;100;0;NA;NA;10;10;FALSE;FALSE
"579";"8790A";NA;"ER24";"45";"1289";8;6;8;0;0;100;0;75;25;0;50;50;100;0;NA;6;4.4;6;5;6;0;0;100;0;83.33;16.67;0;50;50;100;0;NA;7;5.7;6;5;6;0;0;100;0;83.33;16.67;0;50;50;100;0;NA;8;6.7;FALSE;3;3;3;0;0;100;0;100;0;0;33.33;66.67;100;0;NA;9;8;FALSE;2;2;2;0;0;100;0;100;0;0;50;50;100;0;NA;NA;10;9;FALSE;FALSE
"58";NA;NA;"ER11";"3";"91";2;1;2;0;0;100;0;50;50;0;50;50;100;0;NA;1;7.8;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;2;1.7;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;3;2.7;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;4;3.7;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;NA;5;4.7;FALSE;FALSE
"580";"4618Z";NA;"ER24";"45";"1290";5;3;5;0;0;100;0;60;40;0;60;40;100;0;NA;4.1;3.5;5;3;5;0;0;100;0;60;40;0;60;40;100;0;NA;5.1;4.5;5;3;5;0;0;100;0;60;40;0;60;40;100;0;NA;6.1;5.5;FALSE;5;3;5;0;0;100;0;60;40;0;60;40;100;0;NA;7.1;6.5;FALSE;5;3;5;0;0;100;0;60;40;0;60;40;100;0;NA;NA;8.1;7.5;FALSE;FALSE
"581";"8622B";NA;"ER24";"45";"1294";2;2;2;0;100;0;0;50;0;50;50;50;100;0;NA;5.8;5.8;2;2;2;0;100;0;0;50;0;50;50;50;100;0;NA;6.8;6.8;2;2;2;0;100;0;0;50;0;50;50;50;100;0;NA;7.8;7.8;FALSE;2;2;2;0;100;0;0;50;0;50;50;50;100;0;NA;8.8;8.8;FALSE;2;2;2;0;50;50;0;100;0;0;100;0;100;0;NA;NA;9.8;5.3;FALSE;FALSE
"582";"2825Z";NA;"ER24";"45";"1295";1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;5.8;5.6;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;6.8;6.6;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;7.8;7.6;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;8.8;8.6;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;100;0;NA;NA;9.8;9.6;FALSE;FALSE
"583";"4931Z";NA;"ER24";"51";"1296";2;2;2;0;0;100;0;100;0;0;0;100;0;100;NA;5;3.9;2;2;2;0;0;100;0;100;0;0;0;100;0;100;NA;6;4.9;2;2;2;0;0;100;0;100;0;0;0;100;0;100;NA;7;5.9;FALSE;2;2;2;0;0;100;0;100;0;0;0;100;0;100;NA;8;6.9;FALSE;2;2;2;0;0;100;0;100;0;0;0;100;0;100;NA;NA;9;7.9;FALSE;FALSE
"584";"4690Z";NA;"ER24";"45";"1297";28;15;28;0;86.67;0;13.33;53.57;10.71;35.71;53.57;46.43;100;0;NA;5.1;2.9;26;13;26;0;92.31;0;7.69;50;11.54;38.46;53.85;46.15;100;0;NA;6.1;3.7;34;16;34;0;87.5;0;12.5;47.06;14.71;38.24;52.94;47.06;100;0;NA;7.1;3.5;FALSE;30;16;30;0;100;0;0;53.33;13.33;33.33;63.33;36.67;100;0;NA;8.1;4.3;FALSE;27;13;27;0;100;0;0;48.15;14.81;37.04;66.67;33.33;100;0;NA;NA;9.1;5.3;FALSE;FALSE
"585";"4690Z";NA;"ER24";"45";"1298";6;3;6;0;0;100;0;50;33.33;16.67;50;50;100;0;NA;5.1;4.7;5;3;5;0;0;100;0;60;40;0;40;60;100;0;NA;6.1;5.7;5;3;5;0;0;100;0;60;40;0;40;60;100;0;NA;7.1;6.7;FALSE;5;3;5;0;0;100;0;60;40;0;40;60;100;0;NA;8.1;7.7;FALSE;5;3;5;0;0;100;0;60;40;0;40;60;100;0;NA;NA;9.1;8.7;FALSE;FALSE
"586";"1091Z";NA;"ERCAC";"53";"1300";13;8;13;0;0;100;0;61.54;38.46;0;38.46;61.54;0;100;NA;7;7.2;13;8;13;0;0;100;0;61.54;38.46;0;38.46;61.54;0;100;NA;8;8.2;13;8;13;0;0;100;0;61.54;38.46;0;38.46;61.54;0;100;NA;9;9.2;FALSE;11;7;11;0;0;100;0;63.64;36.36;0;36.36;63.64;0;100;NA;10;10.1;FALSE;9;6;9;0;0;100;0;66.67;33.33;0;44.44;55.56;0;100;NA;NA;11.1;11;FALSE;FALSE
"587";"8552Z";"15";"ERCAC";"53";"1301";82;57;82;0;49.12;50.88;0;69.51;26.83;3.66;52.44;47.56;100;0;NA;7.1;6.7;69;48;69;0;46.81;53.19;0;68.12;27.54;4.35;52.17;47.83;100;0;NA;8.1;7.6;66;44;66;0;51.16;48.84;0;65.15;30.3;4.55;53.03;46.97;100;0;NA;9.1;8.4;FALSE;64;43;64;0;52.38;47.62;0;65.62;29.69;4.69;53.12;46.88;100;0;NA;10.1;9.4;FALSE;64;43;64;0;54.76;45.24;0;65.62;31.25;3.12;51.56;48.44;100;0;NA;NA;11.1;10.3;FALSE;FALSE
"588";"6512Z";"15";"ERCAC";"54";"2240";641;406;641;0;92.71;3.02;4.27;62.09;8.58;29.33;64.59;35.41;100;0;0;3;2.3;700;436;700;0;93.71;2.8;3.5;61.29;7.86;30.86;64.86;35.14;100;0;0;4;2.9;712;444;712;0;92.43;2.52;5.05;61.24;7.44;31.32;66.29;33.71;100;0;NA;5;3.3;FALSE;846;519;846;0;93.7;2.36;3.94;60.05;7.92;32.03;64.42;35.58;100;0;0;6;3.8;FALSE;855;525;855;0;95.55;2.13;2.32;60.47;8.3;31.23;65.15;34.85;100;0;0;0;7;4.3;FALSE;FALSE
"589";NA;NA;"ERCAC";"53";"1304";12;8;12;0;0;100;0;66.67;33.33;0;58.33;41.67;0;100;NA;8;7;12;8;12;0;0;100;0;66.67;33.33;0;58.33;41.67;0;100;NA;9;8;11;8;11;0;0;100;0;72.73;27.27;0;63.64;36.36;0;100;NA;10;9.1;FALSE;10;7;10;0;0;100;0;70;30;0;60;40;0;100;NA;11;10;FALSE;10;7;10;0;0;100;0;70;30;0;60;40;0;100;NA;NA;12;11;FALSE;FALSE
"59";"4791B";"11";"ER11";"3";"95";17;7;17;0;85.71;14.29;0;41.18;17.65;41.18;41.18;58.82;100;0;NA;12;6.2;16;7;16;0;85.71;14.29;0;43.75;12.5;43.75;43.75;56.25;100;0;NA;13;7.2;19;8;19;0;87.5;12.5;0;42.11;15.79;42.11;42.11;57.89;100;0;NA;14;7.1;FALSE;24;11;24;0;90.91;0;9.09;45.83;16.67;37.5;41.67;58.33;100;0;NA;0.5;5.2;FALSE;27;12;27;0;91.67;0;8.33;44.44;14.81;40.74;40.74;59.26;100;0;NA;NA;1.5;5.6;FALSE;FALSE
"590";NA;NA;"ERCAC";"53";"1306";9;8;9;0;0;100;0;88.89;11.11;0;77.78;22.22;0;100;NA;6.8;5.3;8;7;8;0;0;100;0;87.5;12.5;0;75;25;0;100;NA;7.8;6.2;8;7;8;0;0;100;0;87.5;12.5;0;75;25;0;100;NA;8.8;7.2;FALSE;7;6;7;0;0;100;0;85.71;14.29;0;85.71;14.29;0;100;NA;9.8;8.5;FALSE;7;6;7;0;0;100;0;85.71;14.29;0;85.71;14.29;0;100;NA;NA;10.8;9.5;FALSE;FALSE
"591";NA;"15";"ERCAC";"53";"1309";81;79;81;0;100;0;0;97.53;0;2.47;37.04;62.96;100;0;NA;8;4.9;76;75;76;0;100;0;0;98.68;0;1.32;36.84;63.16;100;0;NA;9;5.4;72;72;72;0;100;0;0;100;0;0;37.5;62.5;100;0;NA;10;6.2;FALSE;64;64;64;0;100;0;0;100;0;0;37.5;62.5;100;0;NA;11;7.4;FALSE;55;55;55;0;100;0;0;100;0;0;36.36;63.64;100;0;NA;NA;12;8.2;FALSE;FALSE
"592";NA;NA;"ERCAC";"53";"1311";10;9;10;0;0;100;0;90;10;0;70;30;0;100;NA;8;8;10;9;10;0;0;100;0;90;10;0;70;30;0;100;NA;9;9;10;9;10;0;0;100;0;90;10;0;70;30;0;100;NA;10;10;FALSE;6;6;6;0;0;100;0;100;0;0;66.67;33.33;0;100;NA;11;11;FALSE;5;5;5;0;0;100;0;100;0;0;80;20;0;100;NA;NA;12;12;FALSE;FALSE
"593";"8899B";"15";"ERCAC";"53";"1312";75;50;75;0;20;80;0;66.67;26.67;6.67;60;40;100;0;NA;8;7.9;71;48;71;0;18.75;81.25;0;67.61;25.35;7.04;60.56;39.44;100;0;NA;9;8.9;67;47;67;0;19.15;80.85;0;70.15;23.88;5.97;61.19;38.81;100;0;NA;10;9.9;FALSE;63;46;63;0;17.39;82.61;0;73.02;22.22;4.76;61.9;38.1;100;0;NA;11;10.9;FALSE;59;43;59;0;18.6;81.4;0;72.88;23.73;3.39;61.02;38.98;100;0;NA;NA;12;11.7;FALSE;FALSE
"594";NA;NA;"ERCAC";"53";"1313";5;4;5;0;0;100;0;80;20;0;80;20;100;0;NA;3;3.6;3;3;3;0;0;100;0;100;0;0;100;0;100;0;NA;4;4.9;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;5;7.4;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;6;8.4;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;NA;7;9.4;FALSE;FALSE
"595";NA;NA;"ERCAC";"55";"1315";1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;8;8;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;9;9;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;10;10;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;11;11;FALSE;1;1;1;0;0;100;0;100;0;0;0;100;0;100;NA;NA;12;12;FALSE;FALSE
"596";NA;NA;"ERCAC";"55";"1316";10;6;10;0;0;100;0;60;40;0;40;60;0;100;NA;8;7.5;10;6;10;0;0;100;0;60;40;0;40;60;0;100;NA;9;8.5;8;5;8;0;0;100;0;62.5;37.5;0;37.5;62.5;0;100;NA;10;9.4;FALSE;7;5;7;0;0;100;0;71.43;28.57;0;42.86;57.14;0;100;NA;11;10.3;FALSE;7;5;7;0;0;100;0;71.43;28.57;0;42.86;57.14;0;100;NA;NA;12;11.3;FALSE;FALSE
"597";NA;NA;"ERCAC";"53";"1318";16;14;16;0;0;100;0;87.5;12.5;0;81.25;18.75;0;100;NA;8;7.9;15;13;15;0;0;100;0;86.67;13.33;0;86.67;13.33;0;100;NA;9;8.9;8;7;8;0;0;100;0;87.5;12.5;0;87.5;12.5;0;100;NA;10;9.8;FALSE;6;5;6;0;0;100;0;83.33;16.67;0;83.33;16.67;0;100;NA;11;10.9;FALSE;4;4;4;0;0;100;0;100;0;0;100;0;0;100;NA;NA;12;11.8;FALSE;FALSE
"598";"8710A";"15";"ERCAC";"53";"1319";85;43;85;0;100;0;0;50.59;18.82;30.59;62.35;37.65;100;0;NA;6.1;5.5;88;45;88;0;100;0;0;51.14;19.32;29.55;62.5;37.5;100;0;NA;7.1;6;81;41;81;0;100;0;0;50.62;19.75;29.63;61.73;38.27;100;0;NA;8.2;7;FALSE;68;38;68;0;100;0;0;55.88;19.12;25;61.76;38.24;100;0;NA;9.2;7.6;FALSE;54;33;54;0;100;0;0;61.11;18.52;20.37;66.67;33.33;100;0;NA;NA;10.2;8.8;FALSE;FALSE
"599";NA;NA;"ERCAC";"53";"1320";10;10;10;0;0;100;0;100;0;0;60;40;0;100;NA;8;8;7;7;7;0;0;100;0;100;0;0;42.86;57.14;0;100;NA;9;9;7;7;7;0;0;100;0;100;0;0;42.86;57.14;0;100;NA;10;10;FALSE;4;4;4;0;0;100;0;100;0;0;50;50;0;100;NA;11;11;FALSE;3;3;3;0;0;100;0;100;0;0;33.33;66.67;0;100;NA;NA;12;12;FALSE;FALSE
"6";"1330Z";"11";"ER11";"2";"6";4;3;4;0;100;0;0;75;0;25;50;50;100;0;NA;32;16.7;2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;33;18.2;2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;34;19.2;FALSE;2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;35;20.2;FALSE;2;2;2;0;100;0;0;100;0;0;50;50;100;0;NA;NA;36;21.2;FALSE;FALSE
"60";"4399E";"11";"ER11";"5";"98";7;4;7;0;50;50;0;57.14;14.29;28.57;28.57;71.43;100;0;NA;3;5.7;7;4;7;0;50;50;0;57.14;14.29;28.57;28.57;71.43;100;0;NA;4;6.7;7;4;7;0;50;50;0;57.14;14.29;28.57;28.57;71.43;100;0;NA;5;7.7;FALSE;7;4;7;0;50;50;0;57.14;14.29;28.57;28.57;71.43;100;0;NA;6;8.7;FALSE;7;4;7;0;50;50;0;57.14;14.29;28.57;28.57;71.43;100;0;NA;NA;7;9.7;FALSE;FALSE
"600";NA;"15";"ERCAC";"53";"1321";140;88;140;0;78.41;21.59;0;62.86;22.14;15;61.43;38.57;100;0;NA;8;7.2;124;80;124;0;80;20;0;64.52;22.58;12.9;60.48;39.52;100;0;NA;9;8.2;72;50;72;0;74;26;0;69.44;16.67;13.89;62.5;37.5;100;0;NA;10;9.1;FALSE;65;46;65;0;71.74;28.26;0;70.77;18.46;10.77;66.15;33.85;100;0;NA;11;10;FALSE;51;35;51;0;80;20;0;68.63;19.61;11.76;64.71;35.29;100;0;NA;NA;12;11;FALSE;FALSE
"601";NA;NA;"ERCAC";"53";"1323";7;4;7;0;0;100;0;57.14;42.86;0;57.14;42.86;0;100;NA;8.1;8;7;4;7;0;0;100;0;57.14;42.86;0;57.14;42.86;0;100;NA;9.1;9;7;4;7;0;0;100;0;57.14;42.86;0;57.14;42.86;0;100;NA;10.1;10;FALSE;7;4;7;0;0;100;0;57.14;42.86;0;57.14;42.86;0;100;NA;11.1;11;FALSE;5;3;5;0;0;100;0;60;40;0;60;40;0;100;NA;NA;12.1;12;FALSE;FALSE
"602";NA;"15";"ERCAC";"53";"1324";1;1;1;0;100;0;0;100;0;0;100;0;100;0;NA;4.8;4.8;1;1;1;0;100;0;0;100;0;0;100;0;100;0;NA;5.8;5.8;1;1;1;0;100;0;0;100;0;0;100;0;100;0;NA;6.8;6.8;FALSE;1;1;1;0;100;0;0;100;0;0;100;0;100;0;NA;7.8;7.8;FALSE;1;1;1;0;100;0;0;100;0;0;100;0;100;0;NA;NA;8.8;8.8;FALSE;FALSE
"603";NA;NA;"ERCAC";"53";"1326";166;112;166;0;7.14;92.86;0;67.47;31.33;1.2;50;50;100;0;NA;4.5;7.4;147;101;147;0;5.94;94.06;0;68.71;31.29;0;51.02;48.98;100;0;NA;5.5;8.5;143;98;143;0;6.12;93.88;0;68.53;31.47;0;50.35;49.65;100;0;NA;6.5;9.5;FALSE;141;98;141;0;6.12;93.88;0;69.5;30.5;0;51.06;48.94;100;0;NA;7.5;10.5;FALSE;128;90;128;0;5.56;94.44;0;70.31;29.69;0;51.56;48.44;100;0;NA;NA;8.5;11.5;FALSE;FALSE
"605";"8560Z";"15";"ERCAC";"56";"2244";120;79;120;0;84.42;6.49;9.09;64.17;13.33;22.5;67.5;32.5;100;0;NA;3;2.4;118;72;118;0;88.41;7.25;4.35;58.47;13.56;27.97;72.88;27.12;100;0;NA;3.9;3.2;172;114;172;0;89.91;8.26;1.83;63.37;11.05;25.58;68.02;31.98;100;0;NA;4.7;3.4;FALSE;200;134;200;0;87.6;9.3;3.1;64.5;12;23.5;64.5;35.5;100;0;NA;4.9;4.1;FALSE;204;137;204;0;88.64;10.61;0.76;64.71;9.8;25.49;64.22;35.78;100;0;NA;NA;5.8;4.9;FALSE;FALSE
"606";"4520A";NA;"ERCAC";"53";"1332";2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;6.8;6.8;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;7.8;7.8;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;8.8;8.8;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;9.8;9.8;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;NA;10.8;10.8;FALSE;FALSE
"607";NA;NA;"ERCAC";"53";"1333";9;7;9;0;0;100;0;77.78;22.22;0;66.67;33.33;0;100;NA;8;7.6;8;6;8;0;0;100;0;75;25;0;75;25;0;100;NA;9;8.6;8;6;8;0;0;100;0;75;25;0;75;25;0;100;NA;10;9.7;FALSE;8;6;8;0;0;100;0;75;25;0;75;25;0;100;NA;11;10.7;FALSE;8;6;8;0;0;100;0;75;25;0;75;25;0;100;NA;NA;12;11.7;FALSE;FALSE
"608";"5530Z";NA;"ERCAC";"53";"1334";26;17;26;0;0;100;0;65.38;34.62;0;65.38;34.62;0;100;NA;8;8;23;16;23;0;0;100;0;69.57;30.43;0;69.57;30.43;0;100;NA;9;9;22;15;22;0;0;100;0;68.18;31.82;0;68.18;31.82;0;100;NA;10;10;FALSE;20;14;20;0;0;100;0;70;30;0;70;30;0;100;NA;11;11;FALSE;20;14;20;0;0;100;0;70;30;0;70;30;0;100;NA;NA;12;12;FALSE;FALSE
"609";NA;NA;"ERCAC";"53";"1336";46;43;46;0;0;100;0;86.96;10.87;2.17;56.52;43.48;0;100;NA;8;8;36;35;36;0;0;100;0;91.67;5.56;2.78;61.11;38.89;0;100;NA;9;9;27;27;27;0;0;100;0;92.59;3.7;3.7;59.26;40.74;0;100;NA;10;10;FALSE;42;38;42;0;0;100;0;90.48;7.14;2.38;64.29;35.71;0;100;NA;11;5.3;FALSE;38;34;38;0;0;100;0;89.47;7.89;2.63;60.53;39.47;0;100;NA;NA;12;5.9;FALSE;FALSE
"61";NA;NA;"ER11";"3";"99";1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;12;13.5;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;13;14.5;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;14;15.5;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;15;16.5;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;NA;16;17.5;FALSE;FALSE
"610";"1812Z";"15";"ERCAC";"53";"1338";16;6;16;0;100;0;0;37.5;18.75;43.75;50;50;100;0;NA;8.1;7.6;14;5;14;0;100;0;0;35.71;21.43;42.86;50;50;100;0;NA;9.1;8.6;11;4;11;0;100;0;0;36.36;18.18;45.45;45.45;54.55;100;0;NA;10.1;9.8;FALSE;11;4;11;0;100;0;0;36.36;18.18;45.45;45.45;54.55;100;0;NA;11.1;10.8;FALSE;10;4;10;0;100;0;0;40;20;40;40;60;100;0;NA;NA;12.1;11.8;FALSE;FALSE
"611";"4673A";NA;"ERCAC";"53";"1339";3;2;3;0;0;100;0;66.67;33.33;0;66.67;33.33;100;0;NA;5.4;5.3;3;2;3;0;0;100;0;66.67;33.33;0;66.67;33.33;100;0;NA;6.4;6.3;3;2;3;0;0;100;0;66.67;33.33;0;66.67;33.33;100;0;NA;7.4;7.3;FALSE;3;2;3;0;0;100;0;66.67;33.33;0;66.67;33.33;100;0;NA;8.4;8.3;FALSE;1;1;1;0;0;100;0;100;0;0;100;0;100;0;NA;NA;9.4;9;FALSE;FALSE
"612";NA;NA;"ERCAC";"53";"1341";5;3;5;0;0;100;0;60;40;0;40;60;0;100;NA;8;6.5;3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;0;100;NA;9;8;3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;0;100;NA;10;9;FALSE;3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;0;100;NA;11;10;FALSE;3;2;3;0;0;100;0;66.67;33.33;0;33.33;66.67;0;100;NA;NA;12;11;FALSE;FALSE
"613";NA;"15";"ERCAC";"53";"1345";120;83;120;0;100;0;0;69.17;27.5;3.33;41.67;58.33;100;0;NA;7.3;7.2;105;75;105;0;100;0;0;71.43;27.62;0.95;45.71;54.29;100;0;NA;8.3;8.2;95;69;95;0;100;0;0;72.63;26.32;1.05;45.26;54.74;100;0;NA;9.3;9.2;FALSE;92;67;92;0;100;0;0;72.83;27.17;0;45.65;54.35;100;0;NA;10.3;10.2;FALSE;91;67;91;0;100;0;0;73.63;26.37;0;46.15;53.85;100;0;NA;NA;11.3;11.2;FALSE;FALSE
"614";NA;NA;"ERCAC";"53";"1346";2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;7.8;7.8;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;8.8;8.8;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;9.8;9.8;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;10.8;10.8;FALSE;2;1;2;0;0;100;0;50;50;0;50;50;0;100;NA;NA;11.8;11.8;FALSE;FALSE
